date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:26	75707/75707	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-basic.jpg	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-basic.jpg	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:26	73795/73795	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-basic-signup.jpg	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-basic-signup.jpg	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:26	76661/76661	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-graphic.jpg	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-graphic.jpg	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:26	62742/62742	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-graphic-signup.jpg	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-graphic-signup.jpg	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:27	71793/71793	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-inner-page.jpg	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-inner-page.jpg	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:27	90155/90155	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-nav-only.jpg	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/assets/img/screenshots/header-nav-only.jpg	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:28	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%225cca0c33-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/Users/marko/Desktop/click%20photo/code.jquery.com/jquery-3.4.1.min.js	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:28	78635/78635	---M-Z	200	added ('OK')	text/javascript	etag:%221550076057%22	https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.bundle.min.js	C:/Users/marko/Desktop/click%20photo/stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.bundle.min.js	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:29	2147/2147	---M--	200	added ('OK')	application/javascript	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/js/scripts.js	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/js/scripts.js	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:29	51/51	---M--	302	error ('Found')	text/plain	date:Mon,%2017%20Feb%202020%2015:48:29%20GMT	https://unpkg.com/aos@next/dist/aos.js	C:/Users/marko/Desktop/click%20photo/unpkg.com/aos@next/dist/aos.42.delayed	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:29	13800/13800	---M-Z	200	added ('OK')	application/javascript	etag:W/%2235e8-44lQwbzmXp8EjjBbNWf/kKDJI+M%22	https://unpkg.com/aos@3.0.0-beta.6/dist/aos.js	C:/Users/marko/Desktop/click%20photo/unpkg.com/aos@3.0.0-beta.6/dist/aos.js	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:30	22920/22920	---M--	200	added ('OK')	font/otf	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/assets/fonts/metropolis/Metropolis-Thin.otf	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/assets/fonts/metropolis/Metropolis-Thin.otf	(from https://themes.startbootstrap.com/sb-ui-kit-pro/css/styles.css)
16:48:30	675763/675763	---M--	200	added ('OK')	application/javascript	date:Sat,%2015%20Feb%202020%2003:13:42%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/js/sb-customizer.js	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/js/sb-customizer.js	(from https://themes.startbootstrap.com/sb-ui-kit-pro/)
16:48:31	24052/24052	---M--	200	added ('OK')	font/otf	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/assets/fonts/metropolis/Metropolis-ThinItalic.otf	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/assets/fonts/metropolis/Metropolis-ThinItalic.otf	(from https://themes.startbootstrap.com/sb-ui-kit-pro/css/styles.css)
16:48:31	23080/23080	---M--	200	added ('OK')	font/otf	date:Sat,%2015%20Feb%202020%2003:13:41%20GMT	https://themes.startbootstrap.com/sb-ui-kit-pro/assets/fonts/metropolis/Metropolis-ExtraLight.otf	C:/Users/marko/Desktop/click%20photo/themes.startbootstrap.com/sb-ui-kit-pro/assets/fonts/metropolis/Metropolis-ExtraLight.otf	(from https://themes.startbootstrap.com/sb-ui-kit-pro/css/styles.css)
